resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,circuitId
13380,548,197,67,34,12,11,11,11,0,74,\N,\N,\N,\N,\N,\N,12,6
13381,548,211,64,24,20,12,12,12,0,73,\N,\N,\N,\N,\N,\N,13,6
13382,548,255,32,6,13,\N,R,13,0,51,\N,\N,\N,\N,\N,\N,6,6
13383,548,187,34,7,1,\N,R,14,0,48,\N,\N,\N,\N,\N,\N,6,6
13384,548,221,25,4,8,\N,R,15,0,46,\N,\N,\N,\N,\N,\N,6,6
13385,548,246,63,18,19,\N,R,16,0,41,\N,\N,\N,\N,\N,\N,69,6
13386,548,224,56,28,18,\N,R,17,0,37,\N,\N,\N,\N,\N,\N,5,6
13387,548,231,1,1,7,\N,R,18,0,25,\N,\N,\N,\N,\N,\N,5,6
13388,548,233,34,8,5,\N,R,19,0,19,\N,\N,\N,\N,\N,\N,10,6
13389,548,238,25,3,4,\N,R,20,0,10,\N,\N,\N,\N,\N,\N,23,6
13390,548,232,37,37,0,\N,F,21,0,0,\N,\N,\N,\N,\N,\N,81,6
13391,548,257,37,33,0,\N,F,22,0,0,\N,\N,\N,\N,\N,\N,81,6
13392,548,229,64,25,0,\N,F,23,0,0,\N,\N,\N,\N,\N,\N,81,6
13393,548,223,57,22,0,\N,F,24,0,0,\N,\N,\N,\N,\N,\N,81,6
13394,548,237,37,9,0,\N,F,25,0,0,\N,\N,\N,\N,\N,\N,81,6
13395,548,251,37,10,0,\N,F,26,0,0,\N,\N,\N,\N,\N,\N,81,6
13396,549,255,32,6,3,1,1,1,9,70,55:05.7,6905710,\N,\N,\N,\N,1,40
13397,549,182,6,11,11,2,2,2,6,70,14.19,6919900,\N,\N,\N,\N,1,40
13398,549,238,25,3,8,3,3,3,4,70,19.95,6925660,\N,\N,\N,\N,1,40
13399,549,230,63,19,12,4,4,4,3,70,24.98,6930690,\N,\N,\N,\N,1,40
13400,549,178,58,17,17,5,5,5,2,70,+1:15.47,6981180,\N,\N,\N,\N,1,40
13401,549,233,34,8,18,6,6,6,1,69,\N,\N,\N,\N,\N,\N,11,40
13402,549,231,1,1,9,7,7,7,0,69,\N,\N,\N,\N,\N,\N,11,40
13403,549,221,25,4,5,8,8,8,0,69,\N,\N,\N,\N,\N,\N,11,40
13404,549,229,64,25,25,9,9,9,0,69,\N,\N,\N,\N,\N,\N,11,40
13405,549,258,37,27,24,10,10,10,0,68,\N,\N,\N,\N,\N,\N,12,40
13406,549,197,67,34,26,11,11,11,0,68,\N,\N,\N,\N,\N,\N,12,40
13407,549,256,63,18,23,12,12,12,0,67,\N,\N,\N,\N,\N,\N,13,40
13408,549,259,68,31,20,13,13,13,0,67,\N,\N,\N,\N,\N,\N,13,40
13409,549,232,37,37,14,14,14,14,0,65,\N,\N,\N,\N,\N,\N,15,40
13410,549,257,37,33,27,\N,N,15,0,63,\N,\N,\N,\N,\N,\N,62,40
13411,549,222,59,20,4,\N,R,16,0,62,\N,\N,\N,\N,\N,\N,5,40
13412,549,200,1,2,6,\N,R,17,0,39,\N,\N,\N,\N,\N,\N,3,40
13413,549,172,27,26,10,\N,R,18,0,32,\N,\N,\N,\N,\N,\N,5,40
13414,549,223,57,22,13,\N,R,19,0,29,\N,\N,\N,\N,\N,\N,5,40
13415,549,199,6,12,7,\N,R,20,0,14,\N,\N,\N,\N,\N,\N,3,40
13416,549,211,64,24,19,\N,R,21,0,14,\N,\N,\N,\N,\N,\N,3,40
13417,549,119,58,16,15,\N,R,22,0,12,\N,\N,\N,\N,\N,\N,3,40
13418,549,251,37,10,21,\N,R,23,0,8,\N,\N,\N,\N,\N,\N,3,40
13419,549,224,56,28,16,\N,R,24,0,2,\N,\N,\N,\N,\N,\N,10,40
13420,549,207,32,5,1,\N,R,25,0,0,\N,\N,\N,\N,\N,\N,3,40
13421,549,187,34,7,2,\N,R,26,0,0,\N,\N,\N,\N,\N,\N,3,40
13422,549,208,1,36,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,81,40
13423,549,237,37,9,0,\N,F,28,0,0,\N,\N,\N,\N,\N,\N,81,40
13424,549,260,66,35,0,\N,F,29,0,0,\N,\N,\N,\N,\N,\N,81,40
13425,549,261,37,38,0,\N,F,30,0,0,\N,\N,\N,\N,\N,\N,81,40
13426,549,212,64,39,0,\N,F,31,0,0,\N,\N,\N,\N,\N,\N,81,40
13427,550,172,27,26,8,1,1,1,9,72,46:56.4,6416400,\N,\N,\N,\N,1,47
13428,550,200,1,2,9,2,2,2,6,72,8.449,6424849,\N,\N,\N,\N,1,47
13429,550,199,6,12,12,3,3,3,4,72,14.369,6430769,\N,\N,\N,\N,1,47
13430,550,221,25,4,6,4,4,4,3,72,16.308,6432708,\N,\N,\N,\N,1,47
13431,550,187,34,7,2,5,5,5,2,72,18.735,6435135,\N,\N,\N,\N,1,47
13432,550,207,32,5,1,6,6,6,1,72,25.277,6441677,\N,\N,\N,\N,1,47
13433,550,223,57,22,14,7,7,7,0,72,31.266,6447666,\N,\N,\N,\N,1,47
13434,550,197,67,34,17,8,8,8,0,72,+1:04.567,6480967,\N,\N,\N,\N,1,47
13435,550,262,58,16,16,9,9,9,0,72,+1:22.479,6498879,\N,\N,\N,\N,1,47
13436,550,233,34,8,5,10,10,10,0,71,\N,\N,\N,\N,\N,\N,11,47
13437,550,239,1,30,22,11,11,11,0,71,\N,\N,\N,\N,\N,\N,11,47
13438,550,231,1,1,3,12,12,12,0,71,\N,\N,\N,\N,\N,\N,11,47
13439,550,211,64,24,24,13,13,13,0,71,\N,\N,\N,\N,\N,\N,11,47
13440,550,259,68,31,19,14,14,14,0,70,\N,\N,\N,\N,\N,\N,12,47
13441,550,258,37,27,20,15,15,15,0,69,\N,\N,\N,\N,\N,\N,13,47
13442,550,229,64,25,23,16,16,16,0,68,\N,\N,\N,\N,\N,\N,14,47
13443,550,178,58,17,11,17,17,17,0,67,\N,\N,\N,\N,\N,\N,15,47
13444,550,224,56,28,18,18,18,18,0,66,\N,\N,\N,\N,\N,\N,16,47
13445,550,255,32,6,7,19,19,19,0,64,\N,\N,\N,\N,\N,\N,67,47
13446,550,251,37,10,21,\N,R,20,0,61,\N,\N,\N,\N,\N,\N,7,47
13447,550,230,63,19,13,\N,R,21,0,52,\N,\N,\N,\N,\N,\N,32,47
13448,550,182,6,11,15,\N,R,22,0,47,\N,\N,\N,\N,\N,\N,64,47
13449,550,222,59,20,4,\N,R,23,0,29,\N,\N,\N,\N,\N,\N,3,47
13450,550,238,25,3,10,\N,R,24,0,7,\N,\N,\N,\N,\N,\N,80,47
13451,550,237,37,9,0,\N,F,25,0,0,\N,\N,\N,\N,\N,\N,81,47
13452,550,208,1,36,0,\N,F,26,0,0,\N,\N,\N,\N,\N,\N,81,47
13453,550,256,63,18,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,81,47
13454,550,257,37,33,0,\N,F,28,0,0,\N,\N,\N,\N,\N,\N,81,47
13455,550,212,64,39,0,\N,F,29,0,0,\N,\N,\N,\N,\N,\N,81,47
13456,550,260,66,35,0,\N,F,30,0,0,\N,\N,\N,\N,\N,\N,81,47
13457,550,263,37,32,0,\N,F,31,0,0,\N,\N,\N,\N,\N,\N,81,47
13458,551,207,32,5,1,1,1,1,9,80,39:40.1,5980130,\N,\N,\N,\N,1,41
13459,551,187,34,7,4,2,2,2,6,80,1.55,5981680,\N,\N,\N,\N,1,41
13460,551,231,1,1,2,3,3,3,4,80,33.87,6014000,\N,\N,\N,\N,1,41
13461,551,255,32,6,3,4,4,4,3,80,+1:11.08,6051210,\N,\N,\N,\N,1,41
13462,551,182,6,11,9,5,5,5,2,80,+1:14.15,6054280,\N,\N,\N,\N,1,41
13463,551,199,6,12,6,6,6,6,1,79,\N,\N,\N,\N,\N,\N,11,41
13464,551,223,57,22,16,7,7,7,0,79,\N,\N,\N,\N,\N,\N,11,41
13465,551,172,27,26,5,8,8,8,0,78,\N,\N,\N,\N,\N,\N,12,41
13466,551,200,1,2,7,9,9,9,0,78,\N,\N,\N,\N,\N,\N,12,41
13467,551,211,64,24,14,10,10,10,0,78,\N,\N,\N,\N,\N,\N,12,41
13468,551,224,56,28,22,11,11,11,0,77,\N,\N,\N,\N,\N,\N,13,41
13469,551,238,25,3,17,12,12,12,0,77,\N,\N,\N,\N,\N,\N,13,41
13470,551,230,63,19,11,13,13,13,0,77,\N,\N,\N,\N,\N,\N,13,41
13471,551,251,37,10,20,\N,N,14,0,69,\N,\N,\N,\N,\N,\N,62,41
13472,551,222,59,20,8,\N,R,15,0,66,\N,\N,\N,\N,\N,\N,3,41
13473,551,233,34,8,13,\N,R,16,0,64,\N,\N,\N,\N,\N,\N,3,41
13474,551,178,58,17,10,\N,R,17,0,60,\N,\N,\N,\N,\N,\N,7,41
13475,551,232,37,37,18,\N,R,18,0,27,\N,\N,\N,\N,\N,\N,6,41
13476,551,221,25,4,12,\N,R,19,0,21,\N,\N,\N,\N,\N,\N,3,41
13477,551,119,58,16,15,\N,R,20,0,6,\N,\N,\N,\N,\N,\N,5,41
13478,551,259,68,31,21,\N,R,21,0,5,\N,\N,\N,\N,\N,\N,3,41
13479,551,197,67,34,19,\N,R,22,0,4,\N,\N,\N,\N,\N,\N,3,41
13480,551,237,37,9,0,\N,F,23,0,0,\N,\N,\N,\N,\N,\N,81,41
13481,551,258,37,27,0,\N,F,24,0,0,\N,\N,\N,\N,\N,\N,81,41
13482,551,239,1,30,0,\N,F,25,0,0,\N,\N,\N,\N,\N,\N,81,41
13483,551,229,64,25,0,\N,F,26,0,0,\N,\N,\N,\N,\N,\N,81,41
13484,551,256,63,18,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,81,41
13485,551,212,64,39,0,\N,F,28,0,0,\N,\N,\N,\N,\N,\N,81,41
13486,551,175,63,18,0,\N,F,29,0,0,\N,\N,\N,\N,\N,\N,81,41
13487,551,260,66,35,0,\N,F,30,0,0,\N,\N,\N,\N,\N,\N,81,41
13488,552,231,1,1,1,1,1,1,9,68,31:46.1,5506060,\N,\N,\N,\N,1,9
13489,552,182,6,11,3,2,2,2,6,68,18.31,5524370,\N,\N,\N,\N,1,9
13490,552,255,32,6,5,3,3,3,4,68,19.57,5525630,\N,\N,\N,\N,1,9
13491,552,200,1,2,11,4,4,4,3,68,47.76,5553820,\N,\N,\N,\N,1,9
13492,552,233,34,8,7,5,5,5,2,68,+1:11.73,5577790,\N,\N,\N,\N,1,9
13493,552,172,27,26,15,6,6,6,1,67,\N,\N,\N,\N,\N,\N,11,9
13494,552,178,58,17,12,7,7,7,0,67,\N,\N,\N,\N,\N,\N,11,9
13495,552,230,63,19,8,8,8,8,0,67,\N,\N,\N,\N,\N,\N,11,9
13496,552,197,67,34,20,9,9,9,0,67,\N,\N,\N,\N,\N,\N,11,9
13497,552,258,37,27,26,10,10,10,0,66,\N,\N,\N,\N,\N,\N,12,9
13498,552,203,1,40,9,11,11,11,0,66,\N,\N,\N,\N,\N,\N,12,9
13499,552,267,63,18,23,12,12,12,0,66,\N,\N,\N,\N,\N,\N,12,9
13500,552,239,1,30,19,13,13,13,0,64,\N,\N,\N,\N,\N,\N,14,9
13501,552,207,32,5,6,14,14,14,0,62,\N,\N,\N,\N,\N,\N,5,9
13502,552,199,6,12,14,15,15,15,0,62,\N,\N,\N,\N,\N,\N,16,9
13503,552,187,34,7,2,\N,R,16,0,60,\N,\N,\N,\N,\N,\N,69,9
13504,552,222,59,20,4,\N,R,17,0,59,\N,\N,\N,\N,\N,\N,5,9
13505,552,224,56,28,22,\N,R,18,0,42,\N,\N,\N,\N,\N,\N,37,9
13506,552,232,37,37,17,\N,R,19,0,28,\N,\N,\N,\N,\N,\N,7,9
13507,552,119,58,16,25,\N,R,20,0,20,\N,\N,\N,\N,\N,\N,32,9
13508,552,221,25,4,18,\N,R,21,0,16,\N,\N,\N,\N,\N,\N,23,9
13509,552,219,4,15,21,\N,R,22,0,16,\N,\N,\N,\N,\N,\N,101,9
13510,552,251,37,10,24,\N,R,23,0,6,\N,\N,\N,\N,\N,\N,3,9
13511,552,238,25,3,16,\N,R,24,0,3,\N,\N,\N,\N,\N,\N,5,9
13512,552,175,57,23,10,\N,R,25,0,3,\N,\N,\N,\N,\N,\N,10,9
13513,552,211,64,24,13,\N,R,26,0,0,\N,\N,\N,\N,\N,\N,3,9
13514,552,237,37,9,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,81,9
13515,552,223,57,22,0,\N,F,28,0,0,\N,\N,\N,\N,\N,\N,81,9
13516,552,205,37,38,0,\N,F,29,0,0,\N,\N,\N,\N,\N,\N,81,9
13517,552,208,1,36,0,\N,F,30,0,0,\N,\N,\N,\N,\N,\N,81,9
13518,552,259,68,31,0,\N,F,31,0,0,\N,\N,\N,\N,\N,\N,97,9
13519,552,264,37,33,0,\N,F,32,0,0,\N,\N,\N,\N,\N,\N,97,9
13520,552,265,66,35,0,\N,F,33,0,0,\N,\N,\N,\N,\N,\N,97,9
13521,552,245,63,44,0,\N,F,34,0,0,\N,\N,\N,\N,\N,\N,97,9
13522,552,266,69,45,0,\N,F,35,0,0,\N,\N,\N,\N,\N,\N,97,9
13523,552,263,37,32,0,\N,F,36,0,0,\N,\N,\N,\N,\N,\N,97,9
13524,553,182,6,11,3,1,1,1,9,47,31:49.3,5509300,\N,\N,\N,\N,1,10
13525,553,222,59,20,1,2,2,2,6,47,14.33,5523630,\N,\N,\N,\N,1,10
13526,553,233,34,8,5,3,3,3,4,47,20.9,5530200,\N,\N,\N,\N,1,10
13527,553,199,6,12,8,4,4,4,3,47,60.27,5569570,\N,\N,\N,\N,1,10
13528,553,230,63,19,10,5,5,5,2,47,87.37,5596670,\N,\N,\N,\N,1,10
13529,553,175,57,23,11,6,6,6,1,47,89.81,5599110,\N,\N,\N,\N,1,10
13530,553,267,63,18,19,7,7,7,0,46,\N,\N,\N,\N,\N,\N,11,10
13531,553,237,37,9,20,8,8,8,0,46,\N,\N,\N,\N,\N,\N,11,10
13532,553,238,25,3,14,9,9,9,0,42,\N,\N,\N,\N,\N,\N,5,10
13533,553,119,58,16,16,10,10,10,0,42,\N,\N,\N,\N,\N,\N,36,10
13534,553,211,64,24,23,\N,R,11,0,40,\N,\N,\N,\N,\N,\N,3,10
13535,553,207,32,5,7,\N,R,12,0,34,\N,\N,\N,\N,\N,\N,5,10
13536,553,231,1,1,4,\N,R,13,0,32,\N,\N,\N,\N,\N,\N,48,10
13537,553,255,32,6,9,\N,R,14,0,31,\N,\N,\N,\N,\N,\N,5,10
13538,553,200,1,2,13,\N,R,15,0,26,\N,\N,\N,\N,\N,\N,6,10
13539,553,221,25,4,15,\N,R,16,0,22,\N,\N,\N,\N,\N,\N,5,10
13540,553,172,27,26,6,\N,R,17,0,21,\N,\N,\N,\N,\N,\N,5,10
13541,553,212,64,25,24,\N,R,18,0,20,\N,\N,\N,\N,\N,\N,5,10
13542,553,239,1,30,21,\N,R,19,0,14,\N,\N,\N,\N,\N,\N,3,10
13543,553,251,37,10,19,\N,R,20,0,9,\N,\N,\N,\N,\N,\N,8,10
13544,553,187,34,7,2,\N,R,21,0,8,\N,\N,\N,\N,\N,\N,5,10
13545,553,197,67,34,12,\N,R,22,0,5,\N,\N,\N,\N,\N,\N,7,10
13546,553,178,58,17,17,\N,R,23,0,0,\N,\N,\N,\N,\N,\N,3,10
13547,553,268,67,35,25,\N,F,24,0,9,\N,\N,\N,\N,\N,\N,81,10
13548,553,258,37,27,0,\N,F,25,0,0,\N,\N,\N,\N,\N,\N,81,10
13549,553,208,1,36,0,\N,F,26,0,0,\N,\N,\N,\N,\N,\N,81,10
13550,553,224,56,28,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,81,10
13551,553,232,37,37,0,\N,F,28,0,0,\N,\N,\N,\N,\N,\N,81,10
13552,553,269,66,40,0,\N,F,29,0,0,\N,\N,\N,\N,\N,\N,81,10
13553,554,178,58,17,14,1,1,1,9,54,37:16.5,5836490,\N,\N,\N,\N,1,23
13554,554,182,6,11,1,2,2,2,6,54,20.13,5856620,\N,\N,\N,\N,1,23
13555,554,233,34,8,4,3,3,3,4,54,34.5,5870990,\N,\N,\N,\N,1,23
13556,554,199,6,12,5,4,4,4,3,54,34.75,5871240,\N,\N,\N,\N,1,23
13557,554,238,25,3,15,5,5,5,2,54,72.09,5908580,\N,\N,\N,\N,1,23
13558,554,200,1,2,9,6,6,6,1,53,\N,\N,\N,\N,\N,\N,11,23
13559,554,211,64,24,20,7,7,7,0,53,\N,\N,\N,\N,\N,\N,11,23
13560,554,187,34,7,12,8,8,8,0,53,\N,\N,\N,\N,\N,\N,11,23
13561,554,258,37,27,22,9,9,9,0,53,\N,\N,\N,\N,\N,\N,11,23
13562,554,239,1,30,17,10,10,10,0,53,\N,\N,\N,\N,\N,\N,11,23
13563,554,224,56,28,23,11,11,11,0,53,\N,\N,\N,\N,\N,\N,11,23
13564,554,246,67,33,19,12,12,12,0,53,\N,\N,\N,\N,\N,\N,11,23
13565,554,221,25,4,10,13,13,13,0,53,\N,\N,\N,\N,\N,\N,11,23
13566,554,197,67,34,18,14,14,14,0,52,\N,\N,\N,\N,\N,\N,12,23
13567,554,230,63,19,13,15,15,15,0,52,\N,\N,\N,\N,\N,\N,12,23
13568,554,267,63,18,25,16,16,16,0,52,\N,\N,\N,\N,\N,\N,12,23
13569,554,208,1,36,26,17,17,17,0,50,\N,\N,\N,\N,\N,\N,3,23
13570,554,222,59,20,8,\N,R,18,0,45,\N,\N,\N,\N,\N,\N,20,23
13571,554,231,1,1,2,\N,R,19,0,43,\N,\N,\N,\N,\N,\N,5,23
13572,554,175,57,23,7,\N,R,20,0,41,\N,\N,\N,\N,\N,\N,5,23
13573,554,255,32,6,16,\N,R,21,0,38,\N,\N,\N,\N,\N,\N,5,23
13574,554,232,58,16,21,\N,R,22,0,29,\N,\N,\N,\N,\N,\N,6,23
13575,554,172,27,26,6,\N,R,23,0,21,\N,\N,\N,\N,\N,\N,44,23
13576,554,207,32,5,3,\N,R,24,0,11,\N,\N,\N,\N,\N,\N,5,23
13577,554,251,37,10,24,\N,R,25,0,2,\N,\N,\N,\N,\N,\N,3,23
13578,554,223,57,22,11,\N,R,26,0,0,\N,\N,\N,\N,\N,\N,3,23
13579,554,205,37,38,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,81,23
13580,554,270,64,39,0,\N,F,28,0,0,\N,\N,\N,\N,\N,\N,81,23
13581,554,212,64,25,0,\N,F,29,0,0,\N,\N,\N,\N,\N,\N,81,23
13582,554,237,37,9,0,\N,F,30,0,0,\N,\N,\N,\N,\N,\N,81,23
13583,555,182,6,11,4,1,1,1,9,75,41:45.9,6105930,\N,\N,\N,\N,1,39
13584,555,172,27,26,2,2,2,2,6,75,1.89,6107820,\N,\N,\N,\N,1,39
13585,555,222,59,20,15,3,3,3,4,74,\N,\N,\N,\N,\N,\N,11,39
13586,555,224,56,28,17,4,4,4,3,74,\N,\N,\N,\N,\N,\N,11,39
13587,555,175,57,23,12,5,5,5,2,73,\N,\N,\N,\N,\N,\N,60,39
13588,555,199,6,12,6,6,6,6,1,73,\N,\N,\N,\N,\N,\N,12,39
13589,555,233,34,8,19,7,7,7,0,73,\N,\N,\N,\N,\N,\N,12,39
13590,555,246,67,35,18,8,8,8,0,73,\N,\N,\N,\N,\N,\N,12,39
13591,555,239,1,30,20,9,9,9,0,73,\N,\N,\N,\N,\N,\N,12,39
13592,555,251,37,10,25,10,10,10,0,73,\N,\N,\N,\N,\N,\N,12,39
13593,555,237,37,9,24,11,11,11,0,72,\N,\N,\N,\N,\N,\N,13,39
13594,555,230,63,19,22,12,12,12,0,67,\N,\N,\N,\N,\N,\N,3,39
13595,555,119,58,16,16,13,13,13,0,67,\N,\N,\N,\N,\N,\N,5,39
13596,555,205,70,38,23,\N,D,14,0,52,\N,\N,\N,\N,\N,\N,2,39
13597,555,219,4,15,10,\N,R,15,0,39,\N,\N,\N,\N,\N,\N,22,39
13598,555,255,32,6,5,\N,R,16,0,34,\N,\N,\N,\N,\N,\N,3,39
13599,555,178,58,17,13,\N,R,17,0,32,\N,\N,\N,\N,\N,\N,5,39
13600,555,221,25,4,11,\N,R,18,0,31,\N,\N,\N,\N,\N,\N,5,39
13601,555,238,25,3,7,\N,R,19,0,18,\N,\N,\N,\N,\N,\N,80,39
13602,555,223,57,22,9,\N,R,20,0,17,\N,\N,\N,\N,\N,\N,37,39
13603,555,207,32,5,1,\N,R,21,0,14,\N,\N,\N,\N,\N,\N,5,39
13604,555,211,64,24,26,\N,R,22,0,8,\N,\N,\N,\N,\N,\N,3,39
13605,555,231,1,1,3,\N,R,23,0,5,\N,\N,\N,\N,\N,\N,3,39
13606,555,197,67,34,21,\N,R,24,0,4,\N,\N,\N,\N,\N,\N,80,39
13607,555,187,34,7,8,\N,R,25,0,2,\N,\N,\N,\N,\N,\N,44,39
13608,555,200,1,2,14,\N,R,26,0,0,\N,\N,\N,\N,\N,\N,3,39
13609,555,258,37,27,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,81,39
13610,555,232,37,37,0,\N,F,28,0,0,\N,\N,\N,\N,\N,\N,81,39
13611,555,267,63,18,0,\N,F,29,0,0,\N,\N,\N,\N,\N,\N,81,39
13612,555,270,64,39,0,\N,F,30,0,0,\N,\N,\N,\N,\N,\N,81,39
13613,555,257,37,33,0,\N,F,31,0,0,\N,\N,\N,\N,\N,\N,81,39
13614,555,212,64,25,0,\N,F,32,0,0,\N,\N,\N,\N,\N,\N,81,39
13615,555,269,66,29,0,\N,F,33,0,0,\N,\N,\N,\N,\N,\N,81,39
13616,555,247,37,32,0,\N,F,34,0,0,\N,\N,\N,\N,\N,\N,81,39
13617,556,207,32,5,4,1,1,1,9,52,27:50.3,5270300,\N,\N,\N,\N,1,14
13618,556,182,6,11,5,2,2,2,6,52,16.96,5287260,\N,\N,\N,\N,1,14
13619,556,178,58,17,16,3,3,3,4,52,23.63,5293930,\N,\N,\N,\N,1,14
13620,556,200,1,2,9,4,4,4,3,52,28.48,5298780,\N,\N,\N,\N,1,14
13621,556,223,57,22,7,5,5,5,2,52,30.11,5300410,\N,\N,\N,\N,1,14
13622,556,238,25,3,12,6,6,6,1,52,+1:19.22,5349520,\N,\N,\N,\N,1,14
13623,556,258,37,27,24,7,7,7,0,50,\N,\N,\N,\N,\N,\N,12,14
13624,556,172,27,26,8,8,8,8,0,50,\N,\N,\N,\N,\N,\N,12,14
13625,556,211,64,24,23,9,9,9,0,48,\N,\N,\N,\N,\N,\N,14,14
13626,556,251,37,10,17,\N,R,10,0,41,\N,\N,\N,\N,\N,\N,7,14
13627,556,199,6,12,2,\N,R,11,0,39,\N,\N,\N,\N,\N,\N,20,14
13628,556,119,58,16,6,\N,R,12,0,39,\N,\N,\N,\N,\N,\N,20,14
13629,556,152,1,14,15,\N,R,13,0,38,\N,\N,\N,\N,\N,\N,5,14
13630,556,233,34,8,11,\N,R,14,0,31,\N,\N,\N,\N,\N,\N,5,14
13631,556,231,1,1,1,\N,R,15,0,26,\N,\N,\N,\N,\N,\N,20,14
13632,556,221,25,4,13,\N,R,16,0,24,\N,\N,\N,\N,\N,\N,5,14
13633,556,222,59,20,3,\N,R,17,0,23,\N,\N,\N,\N,\N,\N,5,14
13634,556,219,4,15,20,\N,R,18,0,23,\N,\N,\N,\N,\N,\N,5,14
13635,556,197,67,34,18,\N,R,19,0,19,\N,\N,\N,\N,\N,\N,5,14
13636,556,175,57,23,21,\N,R,20,0,9,\N,\N,\N,\N,\N,\N,5,14
13637,556,230,63,19,10,\N,R,21,0,5,\N,\N,\N,\N,\N,\N,3,14
13638,556,255,32,6,22,\N,R,22,0,4,\N,\N,\N,\N,\N,\N,22,14
13639,556,239,1,30,19,\N,R,23,0,4,\N,\N,\N,\N,\N,\N,5,14
13640,556,187,34,7,14,\N,R,24,0,3,\N,\N,\N,\N,\N,\N,3,14
13641,556,237,37,9,0,\N,F,25,0,0,\N,\N,\N,\N,\N,\N,81,14
13642,556,224,56,28,0,\N,F,26,0,0,\N,\N,\N,\N,\N,\N,81,14
13643,556,241,63,18,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,81,14
13644,556,205,70,38,0,\N,F,28,0,0,\N,\N,\N,\N,\N,\N,81,14
13645,556,208,1,36,0,\N,F,29,0,0,\N,\N,\N,\N,\N,\N,81,14
13646,556,270,64,25,0,\N,F,30,0,0,\N,\N,\N,\N,\N,\N,81,14
13647,556,269,66,29,0,\N,F,31,0,0,\N,\N,\N,\N,\N,\N,81,14
13648,556,246,67,33,0,\N,F,32,0,0,\N,\N,\N,\N,\N,\N,81,14
13649,556,271,71,41,0,\N,F,33,0,0,\N,\N,\N,\N,\N,\N,81,14
13650,556,220,34,21,0,\N,F,34,0,0,\N,\N,\N,\N,\N,\N,81,14
13651,557,231,1,1,1,1,1,1,9,59,58:23.3,7103267,\N,\N,\N,\N,1,46
13652,557,207,32,5,4,2,2,2,6,59,+0:02.026,7105293,\N,\N,\N,\N,1,46
13653,557,222,59,20,9,3,3,3,4,59,+1:18.879,7182146,\N,\N,\N,\N,1,46
13654,557,182,6,11,7,4,4,4,3,59,+1:40.615,7203882,\N,\N,\N,\N,1,46
13655,557,223,57,22,19,5,5,5,2,59,+1:48.138,7211405,\N,\N,\N,\N,1,46
13656,557,199,6,12,6,6,6,6,1,58,\N,\N,\N,\N,\N,\N,11,46
13657,557,172,27,26,10,7,7,7,0,58,\N,\N,\N,\N,\N,\N,11,46
13658,557,211,64,24,20,8,8,8,0,58,\N,\N,\N,\N,\N,\N,11,46
13659,557,197,58,16,16,9,9,9,0,58,\N,\N,\N,\N,\N,\N,11,46
13660,557,239,1,30,17,10,10,10,0,57,\N,\N,\N,\N,\N,\N,12,46
13661,557,246,63,18,25,11,11,11,0,57,\N,\N,\N,\N,\N,\N,12,46
13662,557,187,34,7,3,12,12,12,0,57,\N,\N,\N,\N,\N,\N,12,46
13663,557,224,56,28,18,13,13,13,0,57,\N,\N,\N,\N,\N,\N,12,46
13664,557,221,25,4,8,14,14,14,0,56,\N,\N,\N,\N,\N,\N,13,46
13665,557,237,37,9,23,15,15,15,0,56,\N,\N,\N,\N,\N,\N,13,46
13666,557,238,25,3,5,16,16,16,0,56,\N,\N,\N,\N,\N,\N,13,46
13667,557,270,64,25,22,17,17,17,0,55,\N,\N,\N,\N,\N,\N,14,46
13668,557,258,37,27,24,18,18,18,0,55,\N,\N,\N,\N,\N,\N,14,46
13669,557,230,63,19,11,19,19,19,0,54,\N,\N,\N,\N,\N,\N,15,46
13670,557,219,4,15,14,\N,R,20,0,30,\N,\N,\N,\N,\N,\N,91,46
13671,557,255,32,6,12,\N,R,21,0,17,\N,\N,\N,\N,\N,\N,3,46
13672,557,233,34,8,2,\N,R,22,0,14,\N,\N,\N,\N,\N,\N,3,46
13673,557,251,37,10,21,\N,R,23,0,10,\N,\N,\N,\N,\N,\N,3,46
13674,557,200,1,2,15,\N,R,24,0,8,\N,\N,\N,\N,\N,\N,48,46
13675,557,240,67,14,26,\N,R,25,0,6,\N,\N,\N,\N,\N,\N,3,46
13676,557,178,58,17,13,\N,R,26,0,3,\N,\N,\N,\N,\N,\N,3,46
13677,557,175,57,23,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,81,46
13678,558,222,59,20,9,1,1,1,9,80,40:00.0,6000000,\N,\N,\N,\N,1,48
13679,558,221,25,4,6,2,2,2,6,80,6.77,6006770,\N,\N,\N,\N,1,48
13680,558,200,1,2,5,3,3,3,4,80,15.76,6015760,\N,\N,\N,\N,1,48
13681,558,178,58,17,7,4,4,4,3,80,46.69,6046690,\N,\N,\N,\N,1,48
